Nombre,Tipo,Estado,Departamento - Ciudad,Información Adicional,Contratista,Extension de la Obra,Localidades Beneficiadas,Fecha de Inicio,Fecha de Finalización,Plazo de Ejecución (en meses),Avance,Fuente de Financiación
Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Fernando de la Mora,"Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2. Fernando de la Mora.
TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuari y A Gonzalez hasta Julio C.Franco.
TRAMO: Yatayty Corá Inicia en Avda. Def. del Chaco- Zavalas Cué- Yataity Cora -Nueva Asunción e/ Zabalas Cue y la calle Boquerón desde Nueva Asuncion -Concepción desde Boqueron y Hernandarias.
TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/- Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas.
TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Seiembre, Emiliano R. Fernandez, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan deSalazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales.
TRAMO: Por Juan de Salazar, Inicia en Avda. Madame Lynch hasta Pedro Getto, continua por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero
TRAMO: Desde la Calle de la amistad por la Calle Campo Via, Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, las Residentas, Pedro Getto, Gral Caballero hasta Madame Lynch
TRAMO: Desde Tte. Sosa, Eugenio A. Garay hasta Santa Teresa; desde Santa Teresa por Juan Carlos Loizaga, 8 de setiembre, Francisco Bogarin hasta Mcal. Lopez, desde Mcal. Lopez por Pedro Getto hasta Mcal. Estigarribia; desde Mcal. Estigarribia por 15 de mayo, Nueva Asuncion, Tte. Rivarola.",Roggio & Hijos S.A.,,Fernando De La Mora,"Lun, 24 Agosto 2015","Sáb, 26 Marzo 2016",7,92%,Fondo Local
Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Fernando de la Mora,"Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2. Fernando de la Mora.
TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuari y A Gonzalez hasta Julio C.Franco.
TRAMO: Yatayty Corá Inicia en Avda. Def. del Chaco- Zavalas Cué- Yataity Cora -Nueva Asunción e/ Zabalas Cue y la calle Boquerón desde Nueva Asuncion -Concepción desde Boqueron y Hernandarias.
TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/- Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas.
TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Seiembre, Emiliano R. Fernandez, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan deSalazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales.
TRAMO: Por Juan de Salazar, Inicia en Avda. Madame Lynch hasta Pedro Getto, continua por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero
TRAMO: Desde la Calle de la amistad por la Calle Campo Via, Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, las Residentas, Pedro Getto, Gral Caballero hasta Madame Lynch
TRAMO: Desde Tte. Sosa, Eugenio A. Garay hasta Santa Teresa; desde Santa Teresa por Juan Carlos Loizaga, 8 de setiembre, Francisco Bogarin hasta Mcal. Lopez, desde Mcal. Lopez por Pedro Getto hasta Mcal. Estigarribia; desde Mcal. Estigarribia por 15 de mayo, Nueva Asuncion, Tte. Rivarola.",Roggio & Hijos S.A.,,Fernando De La Mora,"Lun, 24 Agosto 2015","Sáb, 26 Marzo 2016",7,92%,Fondo Local
Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Fernando de la Mora,"Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2. Fernando de la Mora.
TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuari y A Gonzalez hasta Julio C.Franco.
TRAMO: Yatayty Corá Inicia en Avda. Def. del Chaco- Zavalas Cué- Yataity Cora -Nueva Asunción e/ Zabalas Cue y la calle Boquerón desde Nueva Asuncion -Concepción desde Boqueron y Hernandarias.
TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/- Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas.
TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Seiembre, Emiliano R. Fernandez, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan deSalazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales.
TRAMO: Por Juan de Salazar, Inicia en Avda. Madame Lynch hasta Pedro Getto, continua por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero
TRAMO: Desde la Calle de la amistad por la Calle Campo Via, Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, las Residentas, Pedro Getto, Gral Caballero hasta Madame Lynch
TRAMO: Desde Tte. Sosa, Eugenio A. Garay hasta Santa Teresa; desde Santa Teresa por Juan Carlos Loizaga, 8 de setiembre, Francisco Bogarin hasta Mcal. Lopez, desde Mcal. Lopez por Pedro Getto hasta Mcal. Estigarribia; desde Mcal. Estigarribia por 15 de mayo, Nueva Asuncion, Tte. Rivarola.",Roggio & Hijos S.A.,,Fernando De La Mora,"Lun, 24 Agosto 2015","Sáb, 26 Marzo 2016",7,92%,Fondo Local
Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Fernando de la Mora,"Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2. Fernando de la Mora.
TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuari y A Gonzalez hasta Julio C.Franco.
TRAMO: Yatayty Corá Inicia en Avda. Def. del Chaco- Zavalas Cué- Yataity Cora -Nueva Asunción e/ Zabalas Cue y la calle Boquerón desde Nueva Asuncion -Concepción desde Boqueron y Hernandarias.
TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/- Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas.
TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Seiembre, Emiliano R. Fernandez, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan deSalazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales.
TRAMO: Por Juan de Salazar, Inicia en Avda. Madame Lynch hasta Pedro Getto, continua por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero
TRAMO: Desde la Calle de la amistad por la Calle Campo Via, Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, las Residentas, Pedro Getto, Gral Caballero hasta Madame Lynch
TRAMO: Desde Tte. Sosa, Eugenio A. Garay hasta Santa Teresa; desde Santa Teresa por Juan Carlos Loizaga, 8 de setiembre, Francisco Bogarin hasta Mcal. Lopez, desde Mcal. Lopez por Pedro Getto hasta Mcal. Estigarribia; desde Mcal. Estigarribia por 15 de mayo, Nueva Asuncion, Tte. Rivarola.",Roggio & Hijos S.A.,,Fernando De La Mora,"Lun, 24 Agosto 2015","Sáb, 26 Marzo 2016",7,92%,Fondo Local
Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Fernando de la Mora,"Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2. Fernando de la Mora.
TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuari y A Gonzalez hasta Julio C.Franco.
TRAMO: Yatayty Corá Inicia en Avda. Def. del Chaco- Zavalas Cué- Yataity Cora -Nueva Asunción e/ Zabalas Cue y la calle Boquerón desde Nueva Asuncion -Concepción desde Boqueron y Hernandarias.
TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/- Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas.
TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Seiembre, Emiliano R. Fernandez, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan deSalazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales.
TRAMO: Por Juan de Salazar, Inicia en Avda. Madame Lynch hasta Pedro Getto, continua por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero
TRAMO: Desde la Calle de la amistad por la Calle Campo Via, Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, las Residentas, Pedro Getto, Gral Caballero hasta Madame Lynch
TRAMO: Desde Tte. Sosa, Eugenio A. Garay hasta Santa Teresa; desde Santa Teresa por Juan Carlos Loizaga, 8 de setiembre, Francisco Bogarin hasta Mcal. Lopez, desde Mcal. Lopez por Pedro Getto hasta Mcal. Estigarribia; desde Mcal. Estigarribia por 15 de mayo, Nueva Asuncion, Tte. Rivarola.",Roggio & Hijos S.A.,,Fernando De La Mora,"Lun, 24 Agosto 2015","Sáb, 26 Marzo 2016",7,92%,Fondo Local
Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Fernando de la Mora,"Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2. Fernando de la Mora.
TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuari y A Gonzalez hasta Julio C.Franco.
TRAMO: Yatayty Corá Inicia en Avda. Def. del Chaco- Zavalas Cué- Yataity Cora -Nueva Asunción e/ Zabalas Cue y la calle Boquerón desde Nueva Asuncion -Concepción desde Boqueron y Hernandarias.
TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/- Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas.
TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Seiembre, Emiliano R. Fernandez, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan deSalazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales.
TRAMO: Por Juan de Salazar, Inicia en Avda. Madame Lynch hasta Pedro Getto, continua por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero
TRAMO: Desde la Calle de la amistad por la Calle Campo Via, Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, las Residentas, Pedro Getto, Gral Caballero hasta Madame Lynch
TRAMO: Desde Tte. Sosa, Eugenio A. Garay hasta Santa Teresa; desde Santa Teresa por Juan Carlos Loizaga, 8 de setiembre, Francisco Bogarin hasta Mcal. Lopez, desde Mcal. Lopez por Pedro Getto hasta Mcal. Estigarribia; desde Mcal. Estigarribia por 15 de mayo, Nueva Asuncion, Tte. Rivarola.",Roggio & Hijos S.A.,,Fernando De La Mora,"Lun, 24 Agosto 2015","Sáb, 26 Marzo 2016",7,92%,Fondo Local
Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Fernando de la Mora,"Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2. Fernando de la Mora.
TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuari y A Gonzalez hasta Julio C.Franco.
TRAMO: Yatayty Corá Inicia en Avda. Def. del Chaco- Zavalas Cué- Yataity Cora -Nueva Asunción e/ Zabalas Cue y la calle Boquerón desde Nueva Asuncion -Concepción desde Boqueron y Hernandarias.
TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/- Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas.
TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Seiembre, Emiliano R. Fernandez, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan deSalazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales.
TRAMO: Por Juan de Salazar, Inicia en Avda. Madame Lynch hasta Pedro Getto, continua por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero
TRAMO: Desde la Calle de la amistad por la Calle Campo Via, Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, las Residentas, Pedro Getto, Gral Caballero hasta Madame Lynch
TRAMO: Desde Tte. Sosa, Eugenio A. Garay hasta Santa Teresa; desde Santa Teresa por Juan Carlos Loizaga, 8 de setiembre, Francisco Bogarin hasta Mcal. Lopez, desde Mcal. Lopez por Pedro Getto hasta Mcal. Estigarribia; desde Mcal. Estigarribia por 15 de mayo, Nueva Asuncion, Tte. Rivarola.",Roggio & Hijos S.A.,,Fernando De La Mora,"Lun, 24 Agosto 2015","Sáb, 26 Marzo 2016",7,92%,Fondo Local
Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Fernando de la Mora,"Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2. Fernando de la Mora.
TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuari y A Gonzalez hasta Julio C.Franco.
TRAMO: Yatayty Corá Inicia en Avda. Def. del Chaco- Zavalas Cué- Yataity Cora -Nueva Asunción e/ Zabalas Cue y la calle Boquerón desde Nueva Asuncion -Concepción desde Boqueron y Hernandarias.
TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/- Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas.
TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Seiembre, Emiliano R. Fernandez, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan deSalazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales.
TRAMO: Por Juan de Salazar, Inicia en Avda. Madame Lynch hasta Pedro Getto, continua por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero
TRAMO: Desde la Calle de la amistad por la Calle Campo Via, Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, las Residentas, Pedro Getto, Gral Caballero hasta Madame Lynch
TRAMO: Desde Tte. Sosa, Eugenio A. Garay hasta Santa Teresa; desde Santa Teresa por Juan Carlos Loizaga, 8 de setiembre, Francisco Bogarin hasta Mcal. Lopez, desde Mcal. Lopez por Pedro Getto hasta Mcal. Estigarribia; desde Mcal. Estigarribia por 15 de mayo, Nueva Asuncion, Tte. Rivarola.",Roggio & Hijos S.A.,,Fernando De La Mora,"Lun, 24 Agosto 2015","Sáb, 26 Marzo 2016",7,92%,Fondo Local
Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Fernando de la Mora,"Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2. Fernando de la Mora.
TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuari y A Gonzalez hasta Julio C.Franco.
TRAMO: Yatayty Corá Inicia en Avda. Def. del Chaco- Zavalas Cué- Yataity Cora -Nueva Asunción e/ Zabalas Cue y la calle Boquerón desde Nueva Asuncion -Concepción desde Boqueron y Hernandarias.
TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/- Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas.
TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Seiembre, Emiliano R. Fernandez, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan deSalazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales.
TRAMO: Por Juan de Salazar, Inicia en Avda. Madame Lynch hasta Pedro Getto, continua por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero
TRAMO: Desde la Calle de la amistad por la Calle Campo Via, Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, las Residentas, Pedro Getto, Gral Caballero hasta Madame Lynch
TRAMO: Desde Tte. Sosa, Eugenio A. Garay hasta Santa Teresa; desde Santa Teresa por Juan Carlos Loizaga, 8 de setiembre, Francisco Bogarin hasta Mcal. Lopez, desde Mcal. Lopez por Pedro Getto hasta Mcal. Estigarribia; desde Mcal. Estigarribia por 15 de mayo, Nueva Asuncion, Tte. Rivarola.",Roggio & Hijos S.A.,,Fernando De La Mora,"Lun, 24 Agosto 2015","Sáb, 26 Marzo 2016",7,92%,Fondo Local
Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Fernando de la Mora,"Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2. Fernando de la Mora.
TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuari y A Gonzalez hasta Julio C.Franco.
TRAMO: Yatayty Corá Inicia en Avda. Def. del Chaco- Zavalas Cué- Yataity Cora -Nueva Asunción e/ Zabalas Cue y la calle Boquerón desde Nueva Asuncion -Concepción desde Boqueron y Hernandarias.
TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/- Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas.
TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Seiembre, Emiliano R. Fernandez, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan deSalazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales.
TRAMO: Por Juan de Salazar, Inicia en Avda. Madame Lynch hasta Pedro Getto, continua por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero
TRAMO: Desde la Calle de la amistad por la Calle Campo Via, Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, las Residentas, Pedro Getto, Gral Caballero hasta Madame Lynch
TRAMO: Desde Tte. Sosa, Eugenio A. Garay hasta Santa Teresa; desde Santa Teresa por Juan Carlos Loizaga, 8 de setiembre, Francisco Bogarin hasta Mcal. Lopez, desde Mcal. Lopez por Pedro Getto hasta Mcal. Estigarribia; desde Mcal. Estigarribia por 15 de mayo, Nueva Asuncion, Tte. Rivarola.",Roggio & Hijos S.A.,,Fernando De La Mora,"Lun, 24 Agosto 2015","Sáb, 26 Marzo 2016",7,92%,Fondo Local
Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Fernando de la Mora,"Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2. Fernando de la Mora.
TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuari y A Gonzalez hasta Julio C.Franco.
TRAMO: Yatayty Corá Inicia en Avda. Def. del Chaco- Zavalas Cué- Yataity Cora -Nueva Asunción e/ Zabalas Cue y la calle Boquerón desde Nueva Asuncion -Concepción desde Boqueron y Hernandarias.
TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/- Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas.
TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Seiembre, Emiliano R. Fernandez, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan deSalazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales.
TRAMO: Por Juan de Salazar, Inicia en Avda. Madame Lynch hasta Pedro Getto, continua por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero
TRAMO: Desde la Calle de la amistad por la Calle Campo Via, Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, las Residentas, Pedro Getto, Gral Caballero hasta Madame Lynch
TRAMO: Desde Tte. Sosa, Eugenio A. Garay hasta Santa Teresa; desde Santa Teresa por Juan Carlos Loizaga, 8 de setiembre, Francisco Bogarin hasta Mcal. Lopez, desde Mcal. Lopez por Pedro Getto hasta Mcal. Estigarribia; desde Mcal. Estigarribia por 15 de mayo, Nueva Asuncion, Tte. Rivarola.",Roggio & Hijos S.A.,,Fernando De La Mora,"Lun, 24 Agosto 2015","Sáb, 26 Marzo 2016",7,92%,Fondo Local
Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Fernando de la Mora,"Pavimentación de tramos alimentadores de la Red Vial Nacional. Paquete Nº 3. Lote 2. Fernando de la Mora.
TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuari y A Gonzalez hasta Julio C.Franco.
TRAMO: Yatayty Corá Inicia en Avda. Def. del Chaco- Zavalas Cué- Yataity Cora -Nueva Asunción e/ Zabalas Cue y la calle Boquerón desde Nueva Asuncion -Concepción desde Boqueron y Hernandarias.
TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/- Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas.
TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Seiembre, Emiliano R. Fernandez, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan deSalazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales.
TRAMO: Por Juan de Salazar, Inicia en Avda. Madame Lynch hasta Pedro Getto, continua por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero
TRAMO: Desde la Calle de la amistad por la Calle Campo Via, Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, las Residentas, Pedro Getto, Gral Caballero hasta Madame Lynch
TRAMO: Desde Tte. Sosa, Eugenio A. Garay hasta Santa Teresa; desde Santa Teresa por Juan Carlos Loizaga, 8 de setiembre, Francisco Bogarin hasta Mcal. Lopez, desde Mcal. Lopez por Pedro Getto hasta Mcal. Estigarribia; desde Mcal. Estigarribia por 15 de mayo, Nueva Asuncion, Tte. Rivarola.",Roggio & Hijos S.A.,,Fernando De La Mora,"Lun, 24 Agosto 2015","Sáb, 26 Marzo 2016",7,92%,Fondo Local
